time, 0.00          ,   5.000000E-01,   1.000000E+00,   1.500000E+00,   2.000000E+00,   3.000000E+00,   4.000000E+00,   5.000000E+00,   7.000000E+00,   9.000000E+00,   1.100000E+01,   1.400000E+01,   1.700000E+01,   2.000000E+01,   2.500000E+01,   3.000000E+01,   3.500000E+01,   4.000000E+01,   5.000000E+01,   6.000000E+01
m_wood_in,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00,   1.000000E+00
t,   5.000000E+02,   1.012585E+03,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.001867E+02,   1.001146E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000000E+02,   1.000466E+02,   1.000000E+02
m[1],   2.000000E-01,   5.681569E-02,  -5.371026E-03,   8.136931E-02,   1.377970E-01,   1.979838E-01,   2.236847E-01,   2.346594E-01,   2.413137E-01,   2.425541E-01,   2.427853E-01,   2.428343E-01,   2.428380E-01,   2.428383E-01,   2.428383E-01,   2.428383E-01,   2.428383E-01,   2.428383E-01,   2.428383E-01,   2.428383E-01
m[2],   2.000000E-01,   3.659955E-01,   5.142141E-01,   6.537624E-01,   7.445435E-01,   8.413725E-01,   8.827201E-01,   9.003763E-01,   9.110818E-01,   9.130774E-01,   9.134494E-01,   9.135282E-01,   9.135341E-01,   9.135346E-01,   9.135346E-01,   9.135346E-01,   9.135346E-01,   9.135346E-01,   9.135346E-01,   9.135346E-01
m[3],   2.000000E-01,   2.568412E-01,   3.167002E-01,   2.060247E-01,   1.340264E-01,   5.723163E-02,   2.443891E-02,   1.043584E-02,   1.945334E-03,   3.626276E-04,   6.759701E-05,   5.132478E-06,   3.896967E-07,   2.958873E-08,  -2.686694E-10,   2.439553E-12,  -2.215145E-14,   2.011380E-16,  -8.926450E-18,   3.961534E-19
m[4],   2.000000E-01,   1.444391E-01,   1.328773E-01,   8.644144E-02,   5.623323E-02,   2.401257E-02,   1.025379E-02,   4.378548E-03,   8.162004E-04,   1.521470E-04,   2.836156E-05,   2.153425E-06,   1.635044E-07,   1.241449E-08,  -1.127252E-10,   1.023559E-12,  -9.294046E-15,   8.439112E-17,  -3.745255E-18,   1.662134E-19
m[5],   2.000000E-01,   1.842305E-01,   1.979524E-01,   1.287751E-01,   8.377278E-02,   3.577245E-02,   1.527546E-02,   6.522890E-03,   1.215925E-03,   2.266592E-04,   4.225129E-05,   3.208039E-06,   2.435786E-07,   1.849434E-08,  -1.679310E-10,   1.524835E-12,  -1.384569E-14,   1.257207E-16,  -5.579448E-18,   2.476144E-19
m[6],   2.000000E-01,   2.192327E+00,   4.055827E+00,   6.055827E+00,   8.055827E+00,   1.205583E+01,   1.605583E+01,   2.005583E+01,   2.805583E+01,   3.605583E+01,   4.405583E+01,   5.605583E+01,   6.805583E+01,   8.005583E+01,   1.000558E+02,   1.200558E+02,   1.400558E+02,   1.600558E+02,   2.000558E+02,   2.400558E+02
e, 0.00          ,   1.705914E+05,   3.417756E+05,   5.128723E+05,   6.837817E+05,   1.025275E+06,   1.366555E+06,   1.707744E+06,   2.390027E+06,   3.072277E+06,   3.754521E+06,   4.777885E+06,   5.801248E+06,   6.824612E+06,   8.530218E+06,   1.023582E+07,   1.194143E+07,   1.364704E+07,   1.705825E+07,   2.046946E+07
